problems,category,model,failure-mode,prompt,prompt-type,programming-lang
Substring_Distribution.txt,string_algorithms,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Substring_Order_I.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Substring_Order_II.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Word_Combinations.txt,string_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Company_Queries_I.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Company_Queries_II.txt,tree_algorithms,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Counting_Paths.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Distance_Queries.txt,tree_algorithms,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Distinct_Colors.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Finding_a_Centroid.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Fixed-Length_Paths_I.txt,tree_algorithms,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Fixed-Length_Paths_II.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Path_Queries.txt,tree_algorithms,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Path_Queries_II.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Subordinates.txt,tree_algorithms,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Subtree_Queries.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Tree_Diameter.txt,tree_algorithms,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Tree_Distances_I.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Tree_Distances_II.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Tree_Matching.txt,tree_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in C++. Keep your explanations short and concise.",Zero-Shot CoT,cpp
Apples_and_Bananas.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Beautiful_Subgrids.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Cut_and_Paste.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Distinct_Routes_II.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Dynamic_Connectivity.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Eulerian_Subgraphs.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Hamming_Distance.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Houses_and_Schools.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Knuth_Division.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Meet_in_the_Middle.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Monster_Game_I.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Monster_Game_II.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Necessary_Cities.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Necessary_Roads.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
New_Roads_Queries.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
One_Bit_Positions.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Parcel_Delivery.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Reachability_Queries.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Reachable_Nodes.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Reversals_and_Sums.txt,advanced_techniques,gpt-3.5-turbo,COMPILE ERROR,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Signal_Processing.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Subarray_Squares.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Substring_Reversals.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Task_Assignment.txt,advanced_techniques,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Array_Description.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Book_Shop.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Coin_Combinations_I.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Coin_Combinations_II.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Counting_Numbers.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Counting_Tilings.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Counting_Towers.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Dice_Combinations.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Edit_Distance.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Elevator_Rides.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Grid_Paths.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Increasing_Subsequence.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Minimizing_Coins.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Money_Sums.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Projects.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Rectangle_Cutting.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Removal_Game.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Removing_Digits.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Two_Sets_II.txt,dynamic_programming,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Convex_Hull.txt,geometry,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Line_Segment_Intersection.txt,geometry,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Minimum_Euclidean_Distance.txt,geometry,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Point_in_Polygon.txt,geometry,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Point_Location_Test.txt,geometry,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Polygon_Area.txt,geometry,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Polygon_Lattice_Points.txt,geometry,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Building_Roads.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Building_Teams.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Coin_Collector.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Counting_Rooms.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Course_Schedule.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Cycle_Finding.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
De_Bruijn_Sequence.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Distinct_Routes.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Download_Speed.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Flight_Discount.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Flight_Routes.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Flight_Routes_Check.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Game_Routes.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Giant_Pizza.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Hamiltonian_Flights.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
High_Score.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Investigation.txt,graph_algorithms,gpt-3.5-turbo,ACCEPTED,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Knight's_Tour.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Labyrinth.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Longest_Flight_Route.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Mail_Delivery.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Message_Route.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Monsters.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Planets_and_Kingdoms.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Planets_Cycles.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Planets_Queries_I.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Planets_Queries_II.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
Police_Chase.txt,graph_algorithms,gpt-3.5-turbo,WRONG ANSWER,"Imagine you are a world-class competitive programmer with multiple gold medals in the IOI. You always strive to solve problems in the most optimal way possible.
Think carefully and step-by-step. Provide your final solution in python. Keep your explanations short and concise.",Zero-Shot CoT,py
